Barcode	Reads	Reads with unique alignment	Reads with unique alignment within shorter distance of 3'-end	Reads with less than `m` multiple alignments	Reads with more than than `m` multiple alignments	Reads with no alignments	UMIFM	Ambig UMIFM (between 2 genes)	Ambig UMIFM (between 3 genes)	Ambig UMIFM (between more than 3 genes)
bcBIGC	1284	558	8	42	1	675	167	0	0	0
bcBTNJ	1283	498	8	79	0	698	174	0	0	0
bcADWS	1282	535	3	31	1	712	163	0	0	0
bcBRUH	1282	536	0	70	0	676	209	0	0	0
bcBDCZ	1280	436	5	73	2	764	144	0	0	0
bcBDWF	1280	415	13	69	6	777	143	0	0	0
bcBYGY	1279	444	1	79	4	751	131	0	0	0
bcANEC	1278	518	16	42	2	700	177	0	0	0
bcBILA	1278	507	5	66	2	698	173	0	0	0
bcBETP	1277	484	8	78	2	705	168	0	0	0
bcASDX	1275	518	17	46	3	691	186	0	0	0
bcBABJ	1274	529	2	68	3	672	171	0	0	0
bcAQUZ	1273	416	7	39	1	810	169	0	0	0
bcAKVM	1272	538	3	50	1	680	141	0	0	0
bcBYJX	1270	474	16	93	1	686	157	0	0	0
bcBGYP	1270	451	2	57	0	760	151	0	0	0
bcBLAL	1268	480	9	78	2	699	175	0	0	0
bcAJUF	1267	527	1	63	0	676	172	0	0	0
bcAPIO	1266	446	4	62	7	747	137	0	0	0
bcBXWT	1265	453	14	89	1	708	176	0	0	0
bcBUWZ	1265	479	4	48	4	730	148	0	0	0
bcACCE	1265	455	1	46	1	762	146	0	0	0
bcAJVT	1264	544	0	87	4	629	190	0	0	0
bcAHWL	1264	540	1	51	1	671	165	0	0	0
bcBCDU	1264	518	0	71	2	673	159	0	0	0
bcCBEK	1264	506	6	59	2	691	155	0	0	0
bcAGES	1263	502	9	71	3	678	190	0	0	0
bcAFGS	1261	490	18	74	2	677	188	0	0	0
bcBDHD	1261	505	1	71	2	682	154	0	0	0
bcARRX	1260	576	1	63	2	618	170	0	0	0
bcBQGT	1260	464	4	48	1	743	168	0	0	0
bcBOMI	1259	462	2	85	3	707	167	0	0	0
bcBMKJ	1257	498	4	56	2	697	182	0	0	0
bcADWW	1257	459	3	65	1	729	156	0	0	0
bcAHAP	1257	510	4	50	1	692	148	0	0	0
bcAJBR	1256	496	1	35	1	723	161	0	0	0
bcBARC	1255	515	2	48	0	690	162	0	0	0
bcBOJS	1254	560	2	44	0	648	146	0	0	0
bcAMIO	1254	481	20	86	1	666	161	0	0	0
bcBMLO	1254	528	4	64	2	656	163	0	0	0
bcBQET	1252	524	14	78	1	635	167	0	0	0
bcBDIS	1251	475	2	32	0	742	167	0	0	0
bcBIDZ	1250	470	6	57	2	715	155	0	0	0
bcALVO	1249	483	6	65	2	693	178	0	0	0
bcASKR	1249	518	4	85	0	642	149	0	0	0
bcBQNT	1248	450	9	45	1	743	170	0	0	0
bcBRWG	1245	510	0	73	2	660	175	0	0	0
bcBBWA	1245	542	2	31	2	668	132	0	0	0
bcACGI	1243	520	0	60	4	659	150	0	0	0
bcBZLM	1241	480	2	73	3	683	134	0	0	0
bcBWZH	1241	441	4	43	1	752	158	0	0	0
bcABXV	1240	521	4	59	0	656	143	0	0	0
bcBNKF	1239	517	5	78	2	637	201	0	0	0
bcBFGY	1238	497	0	41	4	696	172	0	0	0
bcBVWH	1237	558	5	62	0	612	183	0	0	0
bcABCM	1237	531	5	88	1	612	164	0	0	0
bcCBPR	1236	538	10	50	1	637	146	0	0	0
bcAIXP	1233	438	0	53	1	741	144	0	0	0
bcBPWJ	1233	447	3	40	0	743	152	0	0	0
bcAGCQ	1233	509	0	46	1	677	180	0	0	0
bcAHFY	1233	522	3	75	0	633	159	0	0	0
bcARAX	1231	488	24	54	3	662	187	0	0	0
bcBGRM	1231	543	9	82	2	595	172	0	0	0
bcBFUE	1230	532	2	61	0	635	165	0	0	0
bcAGJM	1230	515	3	42	1	669	216	0	0	0
bcCCKH	1230	497	4	71	0	658	169	0	0	0
bcBYAF	1229	530	6	59	1	633	167	0	0	0
bcAJGB	1229	526	3	52	0	648	156	0	0	0
bcABAT	1227	573	4	44	0	606	170	0	0	0
bcBSXI	1224	466	3	67	1	687	161	0	0	0
bcBQIF	1222	497	8	46	3	668	176	0	0	0
bcAXBZ	1221	427	2	77	0	715	156	0	0	0
bcBJWD	1221	501	5	45	1	669	162	0	0	0
bcALMI	1220	490	2	44	1	683	146	0	0	0
bcAKNI	1216	382	1	52	3	778	138	0	0	0
bcAKDL	1216	514	28	37	2	635	156	0	0	0
bcALJD	1216	481	3	74	1	657	149	0	0	0
bcALUS	1215	459	2	54	1	699	139	0	0	0
bcAEDG	1214	431	0	49	1	733	114	0	0	0
bcALFV	1213	508	1	49	1	654	158	0	0	0
bcBHAY	1213	517	5	68	4	619	210	0	0	0
bcBRMS	1211	468	4	57	0	682	158	0	0	0
bcBQFE	1210	442	2	53	1	712	145	0	0	0
bcAJFN	1210	493	11	39	1	666	185	0	0	0
bcAUQB	1209	462	1	48	0	698	131	0	0	0
bcBLHM	1209	458	2	87	0	662	148	0	0	0
bcALPU	1208	449	2	69	7	681	174	0	0	0
bcARVU	1208	483	1	48	2	674	143	0	0	0
bcBNLP	1208	457	17	23	1	710	161	0	0	0
bcADFO	1206	468	16	50	0	672	176	0	0	0
bcATXU	1205	380	2	33	0	790	149	0	0	0
bcAUBH	1205	409	2	68	2	724	151	0	0	0
bcAOOG	1203	472	5	59	5	662	155	0	0	0
bcAXPT	1203	448	4	47	1	703	133	0	0	0
bcBGQY	1203	545	2	58	1	597	153	0	0	0
bcAHNA	1202	515	4	88	1	594	182	0	0	0
bcBVDB	1202	523	5	56	0	618	168	0	0	0
bcBFHN	1202	481	0	59	3	659	165	0	0	0
bcBKBP	1200	481	4	63	0	652	158	0	0	0
bcAGEC	1200	483	4	70	0	643	177	0	0	0
bcBIMX	1200	464	5	57	24	650	159	0	0	0
bcADFA	1197	517	9	44	3	624	182	0	0	0
bcAONW	1197	524	5	39	0	629	170	0	0	0
bcBNIN	1197	478	5	28	0	686	167	0	0	0
bcBUQA	1195	616	4	45	1	529	164	0	0	0
bcBFVS	1195	519	2	55	5	614	158	0	0	0
bcAISH	1193	554	5	36	0	598	181	0	0	0
bcAZNL	1191	451	3	35	0	702	148	0	0	0
bcAXMU	1191	488	2	24	1	676	161	0	0	0
bcBDVU	1191	446	2	77	1	665	150	0	0	0
bcBSOU	1190	518	4	77	2	589	156	0	0	0
bcAWZW	1189	466	19	72	1	631	149	0	0	0
bcABXT	1189	25	0	7	0	1157	17	0	0	0
bcBLLK	1188	354	5	53	1	775	144	0	0	0
bcBALI	1188	322	1	67	4	794	124	0	0	0
bcAMLE	1188	463	5	72	1	647	151	0	0	0
bcBAQR	1187	457	1	71	2	656	168	0	0	0
bcAKVD	1186	439	4	30	4	709	127	0	0	0
bcAVIJ	1183	509	1	28	0	645	136	0	0	0
bcBLVJ	1183	455	22	25	1	680	176	0	0	0
bcAKRL	1183	473	6	76	2	626	145	0	0	0
bcASCP	1182	408	0	52	1	721	158	0	0	0
bcAUCY	1180	503	4	56	2	615	195	0	0	0
bcBMCI	1179	463	0	40	3	673	146	0	0	0
bcAVGJ	1179	526	2	40	0	611	169	0	0	0
bcAJSZ	1178	510	5	65	0	598	164	0	0	0
bcBING	1179	398	4	58	3	716	127	0	0	0
bcANVA	1177	546	2	41	0	588	169	0	0	0
bcBPIL	1177	522	13	50	0	592	174	0	0	0
bcARXU	1176	443	2	45	0	686	153	0	0	0
bcAUBA	1176	460	3	35	1	677	168	0	0	0
bcBVSS	1175	170	17	46	0	942	75	0	0	0
bcBNKU	1175	647	0	29	2	497	171	0	0	0
bcBTPD	1174	473	4	83	0	614	182	0	0	0
bcBCEL	1173	497	1	36	1	638	139	0	0	0
bcBFYF	1170	469	8	38	2	653	143	0	0	0
bcBLWJ	1169	387	3	70	0	709	164	0	0	0
bcBLYH	1169	430	2	63	0	674	149	0	0	0
bcAVZV	1168	472	5	73	1	617	183	0	0	0
bcAJII	1168	386	5	99	1	677	150	0	0	0
bcAXWK	1168	479	13	62	0	614	156	0	0	0
bcAJKT	1165	467	4	75	7	612	130	0	0	0
bcCCJQ	1165	409	4	56	4	692	164	0	0	0
bcBSLL	1164	493	3	38	1	629	170	0	0	0
bcABNU	1163	490	13	65	0	595	165	0	0	0
bcAQKH	1163	385	0	33	2	743	117	0	0	0
bcBMDC	1160	535	3	33	0	589	165	0	0	0
bcBVUR	1160	496	14	35	0	615	144	0	0	0
bcAIPS	1160	436	5	50	2	667	166	0	0	0
bcBWLY	1159	457	6	47	0	649	172	0	0	0
bcAWRL	1157	391	1	56	1	708	112	0	0	0
bcBNJA	1156	425	1	40	1	689	161	0	0	0
bcBUIP	1155	441	25	44	0	645	136	0	0	0
bcAURI	1154	325	1	53	1	774	111	0	0	0
bcAGKO	1154	478	3	72	1	600	158	0	0	0
bcAEWT	1152	454	1	55	0	642	144	0	0	0
bcASJZ	1151	551	2	54	2	542	166	0	0	0
bcASUD	1146	522	2	31	0	591	161	0	0	0
bcAGIA	1146	469	3	36	3	635	152	0	0	0
bcAVPE	1145	533	3	44	1	564	188	0	0	0
bcBIRV	1143	489	4	37	1	612	170	0	0	0
bcBBLH	1142	502	1	36	1	602	152	0	0	0
bcAJTT	1140	447	2	44	1	646	168	0	0	0
bcAHGH	1139	484	7	71	7	570	150	0	0	0
bcAAMV	1138	449	4	35	3	647	154	0	0	0
bcBQBQ	1137	427	26	43	0	641	154	0	0	0
bcANMN	1136	486	5	22	0	623	130	0	0	0
bcALEX	1135	454	11	58	0	612	160	0	0	0
bcAPGT	1135	462	6	43	1	623	151	0	0	0
bcBBYG	1135	469	1	62	1	602	152	0	0	0
bcAHYD	1135	416	2	52	1	664	132	0	0	0
bcANFJ	1133	499	1	35	2	596	130	0	0	0
bcBQBP	1132	510	6	45	4	567	169	0	0	0
bcANQQ	1131	459	1	63	1	607	153	0	0	0
bcALCU	1128	430	5	67	6	620	168	0	0	0
bcBIEU	1128	461	11	53	5	598	165	0	0	0
bcAGLV	1127	484	9	35	2	597	150	0	0	0
bcBGDZ	1126	446	6	61	0	613	142	0	0	0
bcBMQP	1125	322	2	70	2	729	126	0	0	0
bcAGDL	1125	406	18	70	1	630	165	0	0	0
bcBXRB	1124	456	3	55	4	606	164	0	0	0
bcAIHZ	1123	477	2	46	1	597	143	0	0	0
bcBXVM	1122	534	2	64	4	518	170	0	0	0
bcBGHH	1122	401	6	26	4	685	127	0	0	0
bcALUP	1119	456	8	59	3	593	177	0	0	0
bcBMFZ	1118	427	7	42	1	641	177	0	0	0
bcBRUQ	1118	434	2	70	3	609	148	0	0	0
bcATXT	1117	376	5	47	0	689	134	0	0	0
bcAIGY	1116	540	3	17	0	556	172	0	0	0
bcANVQ	1116	468	4	55	3	586	145	0	0	0
bcBPAW	1115	454	0	72	1	588	139	0	0	0
bcBVZK	1113	499	4	38	0	572	163	0	0	0
bcBGUX	1110	402	6	48	1	653	133	0	0	0
bcASZX	1109	382	2	67	1	657	150	0	0	0
bcAIKK	1106	469	4	22	0	611	157	0	0	0
bcAXMF	1105	479	4	46	2	574	157	0	0	0
bcAIJQ	1104	425	1	27	1	650	140	0	0	0
bcAKZZ	1101	515	3	56	2	525	147	0	0	0
bcBJAH	1100	412	8	43	4	633	133	0	0	0
bcAROH	1099	487	16	63	0	533	132	0	0	0
bcBGNQ	1099	453	0	80	1	565	141	0	0	0
bcAVNX	1095	456	4	82	2	551	151	0	0	0
bcAXHO	1093	409	9	58	0	617	164	0	0	0
bcAIJS	1093	435	3	43	0	612	146	0	0	0
bcAHOZ	1092	464	1	65	5	557	156	0	0	0
bcAFVD	1089	499	6	43	2	539	169	0	0	0
bcBXLY	1089	461	3	56	1	568	157	0	0	0
bcATYE	1086	440	5	60	0	581	168	0	0	0
bcAUVT	1085	453	5	45	0	582	136	0	0	0
bcAZOP	1083	482	3	38	0	560	171	0	0	0
bcBRUE	1080	383	2	69	2	624	140	0	0	0
bcBWXM	1080	502	1	52	0	525	168	0	0	0
bcAHMG	1071	475	3	41	2	550	156	0	0	0
bcAFUW	1070	404	4	67	1	594	144	0	0	0
bcBWRI	1069	360	1	62	0	646	121	0	0	0
bcACDY	1065	473	8	34	0	550	147	0	0	0
bcBLEE	1061	371	7	87	6	590	129	0	0	0
bcBTMC	1061	403	1	47	0	610	130	0	0	0
bcBUIU	1058	459	2	38	6	553	111	0	0	0
bcAZRA	1058	319	7	61	0	671	111	0	0	0
bcAGCN	1059	378	11	75	2	593	150	0	0	0
bcAONM	1056	404	1	38	0	613	124	0	0	0
bcASAX	1056	416	5	75	0	560	150	0	0	0
bcASOR	1055	357	3	31	0	664	94	0	0	0
bcACEF	1055	493	0	60	0	502	131	0	0	0
bcBZXU	1052	15	1	2	1	1033	9	0	0	0
bcADLS	1051	410	3	43	2	593	118	0	0	0
bcBCPU	1051	439	3	18	0	591	140	0	0	0
bcAHRL	1049	393	1	41	1	613	127	0	0	0
bcBBKX	1049	326	2	8	0	713	109	0	0	0
bcASFT	1044	487	3	38	3	513	159	0	0	0
bcBLUX	1043	419	2	42	0	580	153	0	0	0
bcAPQM	1038	301	16	13	1	707	87	0	0	0
bcAWMG	1035	368	8	70	0	589	121	0	0	0
bcAVNF	1035	446	4	39	0	546	146	0	0	0
bcBQNS	1034	367	5	68	2	592	146	0	0	0
bcAQXZ	1031	455	2	66	0	508	159	0	0	0
bcARDJ	1029	325	11	59	1	633	111	0	0	0
bcBZXL	1028	420	2	38	17	551	142	0	0	0
bcBISA	1021	430	10	64	4	513	138	0	0	0
bcCASA	1020	471	1	48	1	499	134	0	0	0
bcATND	1020	407	3	73	0	537	127	0	0	0
bcBPIF	1020	345	3	25	0	647	130	0	0	0
bcBRFG	1019	403	7	34	1	574	119	0	0	0
bcABGE	1019	442	3	34	1	539	148	0	0	0
bcAGCR	1019	406	1	49	1	562	141	0	0	0
bcAPAO	1017	425	8	20	0	564	146	0	0	0
bcABRC	1014	388	2	58	0	566	109	0	0	0
bcADNG	1013	420	4	42	5	542	136	0	0	0
bcARJC	1012	415	0	27	3	567	109	0	0	0
bcAYXA	1011	379	3	63	3	563	136	0	0	0
bcAPFI	1010	423	8	35	2	542	131	0	0	0
bcAIXO	1010	395	1	49	1	564	139	0	0	0
bcAQZM	1010	402	15	45	2	546	161	0	0	0
bcANKJ	1009	322	1	27	3	656	136	0	0	0
bcBQBS	1008	383	2	69	1	553	120	0	0	0
bcBXUZ	1007	417	3	47	2	538	149	0	0	0
bcAPBI	1005	409	0	36	1	559	142	0	0	0
bcASVI	1003	326	5	41	0	631	136	0	0	0
bcAFUJ	1003	366	2	48	2	585	123	0	0	0
bcAKQD	1003	371	2	32	2	596	152	0	0	0
bcAQZT	1003	358	1	34	1	609	131	0	0	0
bcCCAI	1002	395	3	72	1	531	159	0	0	0
bcBFQW	1000	405	1	43	0	551	154	0	0	0
bcAUNT	999	363	7	51	0	578	125	0	0	0
bcAWYQ	991	398	1	45	1	546	134	0	0	0
bcBBKS	990	379	3	41	5	562	112	0	0	0
bcBFNL	987	448	5	57	1	476	149	0	0	0
bcAXNT	984	425	17	24	1	517	131	0	0	0
bcAKES	984	421	3	56	1	503	129	0	0	0
bcAIKO	983	345	2	25	0	611	138	0	0	0
bcBWVQ	981	330	2	29	2	618	89	0	0	0
bcAZVO	979	424	1	33	0	521	133	0	0	0
bcAQVN	978	407	5	56	1	509	133	0	0	0
bcARZI	973	447	4	38	1	483	169	0	0	0
bcAVDN	966	308	3	34	0	621	112	0	0	0
bcATVZ	965	346	1	48	2	568	115	0	0	0
bcBJKG	964	384	3	41	2	534	120	0	0	0
bcBFIX	964	390	1	47	1	525	125	0	0	0
bcANJW	961	352	4	41	3	561	135	0	0	0
bcBJNR	959	312	2	41	0	604	118	0	0	0
bcBWTC	958	287	1	31	2	637	74	0	0	0
bcBSLV	957	413	5	36	1	502	123	0	0	0
bcBWXF	953	421	8	28	0	496	129	0	0	0
bcBNHD	952	315	2	20	0	615	108	0	0	0
bcBRVH	952	432	2	44	0	474	137	0	0	0
bcBHCS	951	384	4	23	0	540	155	0	0	0
bcAXPS	951	350	5	28	0	568	126	0	0	0
bcAVCJ	951	164	3	22	1	761	63	0	0	0
bcBDIU	949	355	7	39	3	545	151	0	0	0
bcAPQU	949	450	0	37	5	457	112	0	0	0
bcANWP	944	357	4	25	0	558	140	0	0	0
bcAVCN	942	456	1	23	0	462	150	0	0	0
bcAXEC	941	412	3	35	0	491	122	0	0	0
bcAUDQ	932	189	4	12	0	727	64	0	0	0
bcBECV	927	377	3	51	0	496	129	0	0	0
bcAHNG	925	239	4	73	4	605	110	0	0	0
bcAFAI	924	277	2	61	1	583	104	0	0	0
bcAHKW	925	356	4	30	1	534	117	0	0	0
bcAUFR	921	375	1	47	2	496	119	0	0	0
bcBGGD	921	352	12	65	0	492	128	0	0	0
bcASHE	920	368	2	52	1	497	113	0	0	0
bcADJG	920	364	3	46	0	507	130	0	0	0
bcBAFM	919	303	1	74	1	540	110	0	0	0
bcBXDJ	918	349	0	48	1	520	123	0	0	0
bcADIS	912	402	10	18	0	482	167	0	0	0
bcAKTU	912	261	1	34	1	615	89	0	0	0
bcANKF	905	170	9	17	0	709	63	0	0	0
bcACFB	905	421	7	25	5	447	131	0	0	0
bcAVVQ	904	389	1	37	0	477	127	0	0	0
bcAJVN	901	240	2	38	1	620	100	0	0	0
bcBVWM	900	450	0	17	1	432	106	0	0	0
bcAXUH	900	361	4	23	4	508	117	0	0	0
bcAOYG	896	373	6	27	7	483	134	0	0	0
bcBXNS	896	431	5	27	2	431	146	0	0	0
bcBJCD	895	391	4	49	1	450	119	0	0	0
bcARLK	895	230	1	41	0	623	66	0	0	0
bcANMU	888	310	1	29	2	546	119	0	0	0
bcARBS	885	391	1	50	3	440	105	0	0	0
bcBWFM	884	285	2	45	1	551	124	0	0	0
bcBMLM	882	315	3	70	1	493	106	0	0	0
bcBHFS	880	335	2	24	1	518	127	0	0	0
bcBBMG	878	378	0	15	0	485	111	0	0	0
bcBPVP	877	351	17	42	0	467	123	0	0	0
bcCAAC	874	396	3	69	3	403	129	0	0	0
bcACHN	871	170	0	22	2	677	46	0	0	0
bcBFRY	867	363	3	39	0	462	123	0	0	0
bcCAIF	865	445	1	38	0	381	106	0	0	0
bcAFLJ	859	287	0	22	4	546	99	0	0	0
bcBIOQ	858	342	25	34	1	456	108	0	0	0
bcAQMY	855	351	1	38	0	465	110	0	0	0
bcBWLI	855	289	12	44	0	510	117	0	0	0
bcAJJX	854	243	0	40	3	568	81	0	0	0
bcAEQS	854	435	5	38	2	374	134	0	0	0
bcAZAM	853	303	0	22	1	527	110	0	0	0
bcBHHB	852	307	2	29	0	514	112	0	0	0
bcAUKM	850	323	0	44	0	483	108	0	0	0
bcASSD	849	394	1	33	2	419	106	0	0	0
bcANPX	848	301	1	31	2	513	134	0	0	0
bcAPSL	846	378	10	34	2	422	119	0	0	0
bcAXQZ	845	334	1	23	1	486	105	0	0	0
bcAKNM	843	335	1	53	0	454	124	0	0	0
bcAFBU	842	302	6	25	1	508	109	0	0	0
bcBBJL	841	381	1	23	1	435	101	0	0	0
bcACRF	839	366	6	13	0	454	110	0	0	0
bcARKT	839	323	1	35	3	477	99	0	0	0
bcASSB	836	301	0	43	0	492	76	0	0	0
bcBXWM	834	307	15	45	0	467	121	0	0	0
bcBFRO	827	357	0	28	0	442	123	0	0	0
bcBHCW	826	275	1	35	2	513	115	0	0	0
bcBWNU	825	374	3	28	0	420	126	0	0	0
bcBVAR	824	410	6	6	0	402	92	0	0	0
bcBHBD	822	343	3	34	1	441	138	0	0	0
bcBODV	821	352	19	25	0	425	83	0	0	0
bcAZZM	821	326	10	15	0	470	101	0	0	0
bcBEAJ	817	359	4	41	2	411	110	0	0	0
bcASBQ	817	314	2	56	6	439	123	0	0	0
bcBAIN	815	305	8	31	0	471	102	0	0	0
bcBQGI	814	324	0	15	1	474	109	0	0	0
bcCALV	814	347	0	35	1	431	94	0	0	0
bcCCBJ	813	324	4	31	0	454	120	0	0	0
bcAOVF	806	358	2	41	1	404	123	0	0	0
bcBMBG	804	21	0	1	0	782	12	0	0	0
bcAHMX	796	239	1	13	1	542	79	0	0	0
bcBQJY	796	275	4	30	2	485	99	0	0	0
bcAMDX	792	372	1	10	1	408	96	0	0	0
bcBTEX	788	252	2	37	3	494	107	0	0	0
bcBTCY	781	295	1	51	0	434	89	0	0	0
bcAFRY	781	333	4	15	3	426	109	0	0	0
bcAKNK	775	348	2	59	0	366	104	0	0	0
bcAVZR	774	351	0	27	1	395	116	0	0	0
bcATOC	772	242	2	49	0	479	70	0	0	0
bcBXAF	769	317	2	37	2	411	126	0	0	0
bcAQTN	766	242	1	59	2	462	95	0	0	0
bcAFAB	763	296	2	37	2	426	101	0	0	0
bcBSZI	761	271	5	40	1	444	83	0	0	0
bcBSSR	756	290	4	22	1	439	76	0	0	0
bcBWWP	752	2	0	3	0	747	2	0	0	0
